chr	start	stop
CHMP4A	chr14	24209615	24213830
NEDD8	chr14	24216857	24232367
DHRS1	chr14	24290598	24299780
CIDEB	chr14	24305096	24311430
SDR39U1	chr14	24439766	24442905
SCFD1	chr14	30622311	30735850
STRN3	chr14	30893799	31026401
HECTD1	chr14	31100112	31207804
ARHGAP5	chr14	32076114	32159728
SPTSSA	chr14	34432788	34462240
EAPP	chr14	34515938	34539711
SNX6	chr14	34561093	34630160
CFL2	chr14	34709113	34714823
BAZ1A	chr14	34752731	34875647
SRP54	chr14	34981957	35029567
FAM177A1	chr14	35044907	35113130
PPP2R3C	chr14	35085467	35122517
NFKBIA	chr14	35401513	35404749
RALGAPA1	chr14	35538352	35809304
CLEC14A	chr14	38254000	38256093
SEC23A	chr14	39031919	39109646
PNN	chr14	39175183	39183220
FKBP3	chr14	45115599	45135319
RPS29	chr14	49570984	49599164
RN7SL1	chr14	49586580	49586878
RPL36AL	chr14	49618530	49620626
KLHDC2	chr14	49768130	49786385
NEMF	chr14	49782083	49852821
ARF6	chr14	49893082	49897054
PYGL	chr14	50857891	50944483
TMX1	chr14	51240162	51257655
PSMC6	chr14	52707178	52728590
GNPNAT1	chr14	52775193	52791668
FERMT2	chr14	52857268	52952435
BMP4	chr14	53949736	53958761
CNIH1	chr14	54423561	54441391
MAPK1IP1L	chr14	55051647	55070194
LGALS3	chr14	55124110	55145423
KTN1	chr14	55559072	55701526
ACTR10	chr14	58200080	58235636
PSMA3	chr14	58244843	58272012
ARID4A	chr14	58298504	58373887
TIMM9	chr14	58408495	58427531
DAAM1	chr14	59188646	59371405
JKAMP	chr14	59484443	59505410
DHRS7	chr14	60144119	60169856
PPM1A	chr14	60245752	60299087
MNAT1	chr14	60734742	60969965
PRKCH	chr14	61187559	61550976
HIF1A	chr14	61695513	61748259
PPP2R5E	chr14	63371364	63543377
SYNE2	chr14	63761899	64226433
MTHFD1	chr14	64388031	64463457
CHURC1	chr14	64914361	64944591
GPX2	chr14	64939152	64942905
MAX	chr14	65006174	65102695
ATP6V1D	chr14	67294371	67360265
VTI1B	chr14	67647085	67674820
RDH11	chr14	67676800	67695793
ZFP36L1	chr14	68787660	68796253
ACTN1	chr14	68874128	68979440
DCAF5	chr14	69050881	69153150
ERH	chr14	69380128	69398299
SLC39A9	chr14	69398015	69462390
SRSF5	chr14	69726900	69772005
COX16	chr14	70325081	70416984
RBM25	chr14	73058532	73123899
NUMB	chr14	73275107	73458617
ENTPD5	chr14	73958010	74019399
ALDH6A1	chr14	74056847	74084492
ABCD4	chr14	74285269	74303055
NPC2	chr14	74476192	74494177
ISCA2	chr14	74493756	74497106
FCF1	chr14	74713144	74738620
PGF	chr14	74941834	74955626
TMED10	chr14	75131469	75176612
FOS	chr14	75278826	75282230
IFT43	chr14	75902136	76084585
GPATCH2L	chr14	76151916	76254342
IRF2BPL	chr14	77024543	77028708
AHSA1	chr14	77457870	77469472
SLIRP	chr14	77708071	77761104
SNW1	chr14	77717599	77761207
SEL1L	chr14	81471547	81533853
ZC3H14	chr14	88562970	88627596
FOXN3	chr14	89124871	89619149
PSMC1	chr14	90256527	90275429
NRDE2	chr14	90267860	90331969
CALM1	chr14	90396502	90408268
FBLN5	chr14	91869412	91947987
TRIP11	chr14	91965991	92040896
NDUFB1	chr14	92116122	92121917
LGMN	chr14	92703807	92748679
BTBD7	chr14	93237550	93333092
DDX24	chr14	94048287	94081212
IFI27	chr14	94104836	94116698
IFI27L2	chr14	94127779	94130253
SERPINA10	chr14	94280460	94293268
SERPINA6	chr14	94304248	94323389
SERPINA1	chr14	94376747	94390693
SERPINA11	chr14	94442464	94452800
SERPINA4	chr14	94561442	94569913
SERPINA5	chr14	94561442	94593118
DICER1	chr14	95086228	95158010
CLMN	chr14	95181940	95319908
GLRX5	chr14	95533503	95544724
PAPOLA	chr14	96501433	96567111
YY1	chr14	100238298	100282788
MEG3	chr14	100779410	100861031
PPP2R5C	chr14	101761798	101927989
DYNC1H1	chr14	101964573	102056443
HSP90AA1	chr14	102080742	102139699
CINP	chr14	102341102	102362916
CDC42BPB	chr14	102932380	103057549
TNFAIP2	chr14	103121476	103137439
EIF5	chr14	103333544	103345025
MARK3	chr14	103385392	103503831
BAG5	chr14	103556544	103562831
KLC1	chr14	103561896	103714249
ZFYVE21	chr14	103715730	103733668
SIVA1	chr14	104753147	104768494
NUDT14	chr14	105172938	105181323
CRIP2	chr14	105472962	105480162
CRIP1	chr14	105486317	105488947
CYFIP1	chr15	22867052	22981063
UBE3A	chr15	25333728	25439051
HERC2	chr15	28111040	28322179
TJP1	chr15	29699367	29968865
EMC7	chr15	34084017	34101862
KATNBL1	chr15	34140674	34210096
EMC4	chr15	34225013	34230156
NOP10	chr15	34341719	34343136
GOLGA8B	chr15	34525207	34588503
ZNF770	chr15	34978341	34988287
MEIS2	chr15	36889204	37101299
THBS1	chr15	39581079	39599466
EIF2AK4	chr15	39934115	40035591
SRP14	chr15	40035690	40039181
IVD	chr15	40405485	40435947
GCHFR	chr15	40764068	40767708
CHP1	chr15	41230839	41281887
NUSAP1	chr15	41320794	41381050
RTF1	chr15	41408408	41483563
EHD4	chr15	41895933	41972557
TMEM87A	chr15	42210447	42273584
ZNF106	chr15	42412823	42491141
SNAP23	chr15	42491233	42545356
CCNDBP1	chr15	43185118	43197177
PDIA3	chr15	43746410	43773278
SERF2	chr15	43777087	43804427
EIF3J	chr15	44537125	44563029
B2M	chr15	44711487	44718877
SORD	chr15	45023147	45077185
GATM	chr15	45361124	45402327
BLOC1S6	chr15	45587214	45615945
DUT	chr15	48331011	48343373
FBN1	chr15	48408313	48645721
EID1	chr15	48878134	48880173
COPS2	chr15	49106068	49155661
SLC27A2	chr15	50182196	50236385
USP8	chr15	50424380	50514421
SPPL2A	chr15	50702266	50765709
LYSMD2	chr15	51723011	51751585
TMOD3	chr15	51829628	51947295
MAPK6	chr15	51952106	52067375
ARPP19	chr15	52547045	52569883
RSL24D1	chr15	55180806	55197049
RAB27A	chr15	55202966	55319113
CCPG1	chr15	55340032	55408510
ZNF280D	chr15	56630181	56734086
TCF12	chr15	56918623	57299281
CGNL1	chr15	57375967	57550727
AQP9	chr15	58138169	58185911
LIPC	chr15	58410569	58569844
ADAM10	chr15	58588809	58749791
SLTM	chr15	58879050	58933679
GTF2A2	chr15	59638062	59657541
BNIP2	chr15	59659146	59689534
ANXA2	chr15	60347134	60402883
RORA	chr15	60488284	61229302
VPS13C	chr15	61852389	62060473
C2CD4B	chr15	62163535	62165285
TPM1	chr15	63042632	63071915
LACTB	chr15	63121833	63142061
RPS27L	chr15	63125872	63158021
HERC1	chr15	63608618	63833948
SNX1	chr15	64094123	64146090
PPIB	chr15	64155817	64163022
OAZ2	chr15	64687573	64703281
SPG21	chr15	64963022	64990310
PDCD7	chr15	65117379	65133808
RAB11A	chr15	65726054	65891989
RPL4	chr15	66498015	66524532
C15orf61	chr15	67521131	67530146
ANP32A	chr15	68778535	68820897
RPLP1	chr15	69452814	69456205
UACA	chr15	70654554	70763558
PKM	chr15	72199029	72231822
HEXA	chr15	72340924	72376420
NPTN	chr15	73560014	73634134
CSK	chr15	74782057	74803198
SCAMP2	chr15	74843730	74873365
COX5A	chr15	74919791	74938083
COMMD4	chr15	75336020	75343224
IMP3	chr15	75639085	75648706
UBE2Q2	chr15	75843307	75901078
ETFA	chr15	76215353	76311472
RCN2	chr15	76931738	76954393
TSPAN3	chr15	77041404	77083984
HMG20A	chr15	77420412	77485607
DNAJA4	chr15	78264086	78282196
WDR61	chr15	78277835	78299703
IREB2	chr15	78437431	78501453
PSMA4	chr15	78540405	78552417
MORF4L1	chr15	78810487	78898139
CTSH	chr15	78921058	78949574
MTHFS	chr15	79833585	79897379
ZFAND6	chr15	80059568	80138393
FAH	chr15	80152490	80186946
IL16	chr15	81159575	81314058
SEC11A	chr15	84669538	84716460
PDE8A	chr15	84980440	85139145
AKAP13	chr15	85380571	85749358
MRPL46	chr15	88459477	88467390
MRPS11	chr15	88467453	88480776
ISG20	chr15	88636153	88656483
MFGE8	chr15	88898683	88913381
ABHD2	chr15	89087459	89202355
ANPEP	chr15	89784895	89815401
IDH2	chr15	90083045	90102477
CIB1	chr15	90229975	90234047
IQGAP1	chr15	90388242	90502239
FURIN	chr15	90868588	90883458
HDDC3	chr15	90929968	90935196
CHD2	chr15	92900189	93027996
NR2F2	chr15	96325938	96340263
LRRC28	chr15	99251362	99390729
MEF2A	chr15	99565417	99716466
SNRPA1	chr15	101281510	101295282
TM2D3	chr15	101621444	101652391
WASH4P	chr16	14381	18068
SNRNP25	chr16	53828	57669
MPG	chr16	77007	85851
MRPL28	chr16	366969	371289
NME4	chr16	396725	410367
DECR2	chr16	401858	412487
STUB1	chr16	680224	682870
UBE2I	chr16	1308880	1327018
TSR3	chr16	1349240	1351878
GNPTG	chr16	1351931	1364113
TMEM204	chr16	1528688	1555580
NME3	chr16	1770286	1771730
MRPS34	chr16	1771890	1773150
SPSB3	chr16	1776712	1793700
NUBP2	chr16	1782932	1789186
HAGH	chr16	1795620	1827157
FAHD1	chr16	1826941	1840207
MSRB1	chr16	1938210	1943326
NDUFB10	chr16	1959538	1961975
RPS2	chr16	1962058	1964841
SNHG9	chr16	1964959	1965509
GFER	chr16	1984193	1987749
NPW	chr16	2009926	2020755
SLC9A3R2	chr16	2025356	2039026
NTHL1	chr16	2039815	2047866
TRAF7	chr16	2155698	2178129
PGP	chr16	2211593	2214840
ECI1	chr16	2239402	2252300
RNPS1	chr16	2253116	2268397
SRRM2	chr16	2752626	2772538
TNFRSF12A	chr16	3018445	3022383
HCFC1R1	chr16	3022625	3024286
IL32	chr16	3065297	3082192
TRAP1	chr16	3651639	3717553
CREBBP	chr16	3725054	3880713
NMRAL1	chr16	4461680	4495763
HMOX2	chr16	4474690	4510347
NUDT16L1	chr16	4693694	4695859
UBN1	chr16	4846665	4882401
ABAT	chr16	8674596	8784575
CARHSP1	chr16	8852942	8869012
C16orf72	chr16	9091644	9121635
ATF7IP2	chr16	10326434	10483638
EMP2	chr16	10528422	10580632
LITAF	chr16	11547722	11636381
RSL1D1	chr16	11833850	11851580
GSPT1	chr16	11868128	11916082
PDXDC1	chr16	14974591	15139339
NTAN1	chr16	15037854	15056079
MYH11	chr16	15703135	15857028
RPS15A	chr16	18781295	18790383
ARL6IP1	chr16	18791669	18801572
SMG1	chr16	18804860	18926408
ITPRIPL2	chr16	19113932	19121629
KNOP1	chr16	19701937	19718235
ACSM5	chr16	20409534	20441336
ACSM2A	chr16	20451461	20487669
ACSM2B	chr16	20536226	20576427
THUMPD1	chr16	20702816	20742084
METTL9	chr16	21597218	21657473
IGSF6	chr16	21639550	21652608
UQCRC2	chr16	21953288	21983660
NDUFAB1	chr16	23581014	23596316
RBBP6	chr16	24537693	24572863
TNRC6A	chr16	24610209	24827632
NSMCE1	chr16	27224994	27268772
NUPR1	chr16	28532708	28539008
SULT1A1	chr16	28605196	28623625
TUFM	chr16	28842411	28846348
NFATC2IP	chr16	28950807	28967097
SPNS1	chr16	28974221	28984548
QPRT	chr16	29663279	29698699
KIF22	chr16	29790719	29805384
MAZ	chr16	29806106	29811164
CDIPT	chr16	29858357	29863414
TMEM219	chr16	29940885	29973050
ALDOA	chr16	30064164	30070457
PPP4C	chr16	30075978	30085376
YPEL3	chr16	30092314	30096915
MAPK3	chr16	30114105	30123506
CD2BP2	chr16	30350773	30355308
DCTPP1	chr16	30423615	30430030
SEPHS2	chr16	30443631	30445874
BCL7C	chr16	30833626	30894960
STX4	chr16	31032889	31042975
VKORC1	chr16	31090842	31095980
BCKDK	chr16	31106107	31112791
FUS	chr16	31180138	31191605
PYCARD	chr16	31201486	31203450
VPS35	chr16	46656132	46689518
DNAJA2	chr16	46955362	46973674
ITFG1	chr16	47154387	47464149
LONP2	chr16	48244300	48363122
BRD7	chr16	50313487	50368988
CYLD	chr16	50742050	50801935
CHD9	chr16	53055033	53329150
MMP2	chr16	55389700	55506691
CES1	chr16	55802851	55833337
AMFR	chr16	56361452	56425545
NUDT21	chr16	56429133	56452199
MT2A	chr16	56608584	56609497
MT1E	chr16	56625475	56627112
MT1G	chr16	56666730	56668065
MT1X	chr16	56682470	56684196
HERPUD1	chr16	56932142	56944864
CPNE2	chr16	57092583	57148369
ARL2BP	chr16	57245259	57253635
CX3CL1	chr16	57372477	57385044
COQ9	chr16	57447425	57461270
POLR2C	chr16	57462660	57472009
CNOT1	chr16	58519951	58629885
GOT2	chr16	58707131	58734342
CDH5	chr16	66366622	66404784
TK2	chr16	66508003	66552544
CKLF	chr16	66552563	66566251
CMTM3	chr16	66603874	66613892
DYNC1LI2	chr16	66720893	66751609
CES2	chr16	66934444	66945096
TRADD	chr16	67154185	67159909
TMEM208	chr16	67227103	67229278
TPPP3	chr16	67389809	67393518
ATP6V0D1	chr16	67438014	67481181
CTCF	chr16	67562467	67639177
GFOD2	chr16	67674531	67719339
NUTF2	chr16	67846923	67872567
NFATC3	chr16	68084751	68229259
CYB5B	chr16	69424619	69466264
NFAT5	chr16	69565094	69704666
NQO1	chr16	69706996	69726668
AP1G1	chr16	71729000	71809201
IST1	chr16	71845996	71931199
HP	chr16	72054505	72061055
HPR	chr16	72063148	72077246
ZFHX3	chr16	72782885	73891871
PSMD7	chr16	74296814	74306288
GLG1	chr16	74447427	74607144
BCAR1	chr16	75228181	75268053
CFDP1	chr16	75293698	75433503
TMEM170A	chr16	75443054	75465497
GABARAPL2	chr16	75566375	75577881
TERF2IP	chr16	75647773	75761872
NUDT7	chr16	77722492	77742260
MAF	chr16	79585843	79600737
CMC2	chr16	80966448	81020270
GCSH	chr16	81081945	81096395
CMIP	chr16	81445170	81711762
HSD17B2	chr16	82035004	82098534
MPHOSPH6	chr16	82147798	82170224
CDH13	chr16	82626965	83800640
HSBP1	chr16	83807978	83819737
OSGIN1	chr16	83931311	83966332
MBTPS1	chr16	84053761	84116942
COTL1	chr16	84565596	84618078
COX4I1	chr16	85798633	85807068
MAP1LC3B	chr16	87383953	87404779
CYBA	chr16	88643289	88651054
MVD	chr16	88651935	88663161
APRT	chr16	88809339	88811937
TRAPPC2L	chr16	88856220	88862686
ANKRD11	chr16	89267630	89490561
SPG7	chr16	89490719	89557766
RPL13	chr16	89560677	89564542
CHMP1A	chr16	89640816	89657738
CDK10	chr16	89680737	89696354
TCF25	chr16	89873570	89913627
GLOD4	chr17	757097	783390
YWHAE	chr17	1344275	1400222
CRK	chr17	1420689	1463162
MYO1C	chr17	1464186	1492686
PITPNA	chr17	1517718	1562792
PRPF8	chr17	1650629	1684867
SERPINF2	chr17	1742836	1755265
SERPINF1	chr17	1762029	1777565
PAFAH1B1	chr17	2593210	2685615
TAX1BP3	chr17	3662895	3668679
EMC6	chr17	3668812	3669668
CYB5D2	chr17	4143168	4187310
CXCL16	chr17	4733531	4739928
TM4SF5	chr17	4771884	4783213
PSMB6	chr17	4796144	4798502
SLC25A11	chr17	4937130	4940053
RNF167	chr17	4940008	4945222
PFN1	chr17	4945652	4949061
ENO3	chr17	4948092	4957131
SPAG7	chr17	4959226	4967817
KIF1C	chr17	4997950	5028401
RPAIN	chr17	5419641	5432876
C1QBP	chr17	5432777	5448830
DERL2	chr17	5471254	5486811
TXNDC17	chr17	6640985	6644541
SLC13A5	chr17	6684719	6713377
XAF1	chr17	6755447	6775647
ASGR2	chr17	7101322	7115700
ASGR1	chr17	7173431	7179564
ACADVL	chr17	7217125	7225266
CTDNEP1	chr17	7243591	7252491
ELP5	chr17	7251416	7259940
CLDN7	chr17	7259903	7263983
EIF5A	chr17	7306999	7312463
TMEM256	chr17	7402975	7404097
POLR2A	chr17	7484366	7514616
TNFSF12	chr17	7549058	7557890
EIF4A1	chr17	7572824	7579006
SAT2	chr17	7626234	7627876
KDM6B	chr17	7839904	7854796
TMEM88	chr17	7855066	7856099
NAA38	chr17	7856685	7885238
TRAPPC1	chr17	7930345	7932123
VAMP2	chr17	8159149	8163546
RPL26	chr17	8377516	8383213
TMEM220	chr17	10699015	10730023
PMP22	chr17	15229773	15272292
ZSWIM7	chr17	15976560	15999717
TTC19	chr17	15999784	16045015
NCOR1	chr17	16029157	16218185
UBB	chr17	16380798	16382745
PEMT	chr17	17505563	17591708
ALKBH5	chr17	18183078	18209954
SHMT1	chr17	18327860	18363563
ALDH3A2	chr17	19648136	19685760
USP22	chr17	20999596	21043760
MAP2K3	chr17	21284672	21315232
WSB1	chr17	27294076	27315926
LGALS9	chr17	27629798	27649560
TMEM97	chr17	28319200	28328685
IFT20	chr17	28328325	28335489
TNFAIP1	chr17	28335602	28347009
POLDIP2	chr17	28346633	28357527
TMEM199	chr17	28357642	28363683
VTN	chr17	28367284	28373091
UNC119	chr17	28546708	28552631
ALDOC	chr17	28573115	28576948
KIAA0100	chr17	28614446	28645454
SDF2	chr17	28648346	28662189
SUPT6H	chr17	28662198	28702679
RPL23A	chr17	28719985	28724359
TRAF4	chr17	28744005	28750956
ERAL1	chr17	28855010	28861061
FLOT2	chr17	28879335	28897733
PIPOX	chr17	28950513	29057216
NUFIP2	chr17	29255839	29294148
TAOK1	chr17	29390464	29551904
TP53I13	chr17	29566052	29573157
NSRP1	chr17	30115521	30186475
CPD	chr17	30378927	30469989
GOSR1	chr17	30477362	30527592
NF1	chr17	31094927	31382116
COPRS	chr17	31851871	31859291
SUZ12	chr17	31937007	32001038
ZNF207	chr17	32350117	32381886
PSMD11	chr17	32444379	32483319
TMEM98	chr17	32927910	32945106
CCL2	chr17	34255218	34257203
RFFL	chr17	35005990	35089319
AP2B1	chr17	35578046	35726413
TAF15	chr17	35713791	35864615
CCL5	chr17	35871491	35880793
CCL16	chr17	35976493	35981497
CCL14	chr17	35983288	35987004
CCL15	chr17	35996440	36001553
CCL3	chr17	36088256	36090169
CCL4	chr17	36103827	36105621
ZNHIT3	chr17	36486629	36499310
GGNBP2	chr17	36544912	36589848
AATF	chr17	36948954	37056871
SYNRG	chr17	37514807	37609472
DDX52	chr17	37609739	37643446
MRPL45	chr17	38297023	38323217
MLLT6	chr17	38705273	38729795
CISD3	chr17	38730341	38735605
PCGF2	chr17	38733898	38749817
PSMB3	chr17	38752741	38764225
CWC25	chr17	38800441	38825355
RPL23	chr17	38847860	38853764
LASP1	chr17	38869859	38921770
RPL19	chr17	39200283	39204732
CDK12	chr17	39461486	39564907
MIEN1	chr17	39728496	39730532
ORMDL3	chr17	39921041	39927601
PSMD3	chr17	39980807	39997959
MSL1	chr17	40121971	40136917
CASC3	chr17	40140318	40172171
WIPF2	chr17	40219304	40284136
TOP2A	chr17	40388525	40417896
IGFBP4	chr17	40443450	40457725
SMARCE1	chr17	40624962	40648654
KRT10	chr17	40818117	40822614
EIF1	chr17	41688885	41692668
JUP	chr17	41754604	41786931
NT5C3B	chr17	41825057	41836260
ACLY	chr17	41866917	41930542
DNAJC7	chr17	41976421	42021376
NKIRAS2	chr17	42011382	42025644
RAB5C	chr17	42124978	42155044
GHDC	chr17	42188799	42194532
STAT3	chr17	42313324	42388482
ATP6V0A1	chr17	42458844	42522582
COASY	chr17	42561467	42566277
MLX	chr17	42567068	42573239
RAMP2	chr17	42758447	42763041
VPS25	chr17	42773449	42779599
COA3	chr17	42795147	42798704
BECN1	chr17	42810134	42833350
PSME3	chr17	42824385	42843760
G6PC	chr17	42900797	42914438
RPL27	chr17	42998273	43002959
IFI35	chr17	43006740	43014456
VAT1	chr17	43014607	43025123
NBR1	chr17	43170481	43211689
ARL4D	chr17	43398993	43401137
DUSP3	chr17	43766125	43778977
TMEM101	chr17	44011188	44023946
LSM12	chr17	44034328	44067619
TMUB2	chr17	44186970	44191929
UBTF	chr17	44205033	44221626
SLC25A39	chr17	44319625	44324870
GRN	chr17	44345246	44353106
GPATCH8	chr17	44395281	44503430
EFTUD2	chr17	44849948	44899445
NMT1	chr17	45051610	45109016
ACBD4	chr17	45132600	45144181
HEXIM1	chr17	45148475	45152099
KANSL1	chr17	46029916	46225389
GOSR2	chr17	46923075	46975524
CDC27	chr17	47117703	47189422
NPEPPS	chr17	47522942	47623276
KPNB1	chr17	47649476	47685505
MRPL10	chr17	47823272	47831541
SCRN2	chr17	47837692	47841289
PNPO	chr17	47941506	47949308
CDK5RAP3	chr17	47967810	47981781
NFE2L1	chr17	48048329	48061545
CBX1	chr17	48070052	48101478
CALCOCO2	chr17	48831018	48866522
UBE2Z	chr17	48908407	48929056
SNF8	chr17	48929316	48944842
ZNF652	chr17	49289206	49362473
PHB	chr17	49404049	49414905
SPOP	chr17	49598884	49678163
SLC35B1	chr17	49700934	49709014
PDK2	chr17	50094737	50112152
COL1A1	chr17	50184101	50201632
MRPL27	chr17	50367857	50373207
LRRC59	chr17	50375059	50397523
ACSF2	chr17	50426158	50474845
SPATA20	chr17	50543058	50555852
ABCC3	chr17	50634777	50692253
LUC7L3	chr17	50719565	50756219
TOB1	chr17	50862223	50867978
SPAG9	chr17	50962174	51120868
NME1	chr17	51153559	51162428
TOM1L1	chr17	54899387	54961956
COX11	chr17	54951902	54968703
HLF	chr17	55264960	55325187
PCTP	chr17	55751051	55842830
C17orf67	chr17	56791913	56838773
DGKE	chr17	56834107	56869567
TRIM25	chr17	56836387	56914080
COIL	chr17	56938199	56961050
SCPEP1	chr17	56978129	57006768
AKAP1	chr17	57085092	57121346
MSI2	chr17	57255851	57684689
MRPS23	chr17	57834781	57850056
VEZF1	chr17	57971547	57988259
SRSF1	chr17	58000919	58007346
DYNLL2	chr17	58083419	58095542
SUPT4H1	chr17	58345175	58353093
RNF43	chr17	58353676	58417595
MTMR4	chr17	58489529	58517905
YPEL2	chr17	59331655	59401729
DHX40	chr17	59565558	59608345
CLTC	chr17	59619689	59696956
VMP1	chr17	59707192	59842255
MED13	chr17	61942605	62065278
DCAF7	chr17	63550477	63594279
TACO1	chr17	63600882	63608365
CCDC47	chr17	63745255	63776351
DDX42	chr17	63773603	63819317
PSMC5	chr17	63827152	63832026
ICAM2	chr17	64002594	64020634
DDX5	chr17	64498254	64508199
GNA13	chr17	65009289	65056740
APOH	chr17	66212033	66256525
HELZ	chr17	67070444	67245989
PSMD12	chr17	67337916	67366605
BPTF	chr17	67825503	67984378
KPNA2	chr17	68035708	68046854
AMZ2	chr17	68206076	68257712
PRKAR1A	chr17	68511780	68551319
FAM20A	chr17	68535113	68601367
ABCA8	chr17	68867289	68955392
ABCA6	chr17	69078702	69141895
ABCA5	chr17	69244311	69327244
SOX9	chr17	72121020	72126416
CDC42EP4	chr17	73283624	73312005
RPL38	chr17	74203582	74210655
GPRC5C	chr17	74424851	74451653
SLC9A3R1	chr17	74748628	74769353
NT5C	chr17	75130225	75131757
SUMO2	chr17	75165586	75182959
NUP85	chr17	75205659	75235758
MRPS7	chr17	75261674	75266376
MIF4GD	chr17	75266228	75271227
GRB2	chr17	75318076	75405709
SAP30BP	chr17	75667251	75708062
GALK1	chr17	75751594	75765236
WBP2	chr17	75845699	75856507
ACOX1	chr17	75941507	75979177
TEN1	chr17	75979240	76000586
SRP68	chr17	76038775	76072517
EXOC7	chr17	76081016	76121576
UBALD2	chr17	76265348	76271298
PRPSAP1	chr17	76309478	76384521
MXRA7	chr17	76672551	76711016
JMJD6	chr17	76712832	76726799
METTL23	chr17	76726830	76733936
SRSF2	chr17	76734115	76737333
SEC14L1	chr17	77088749	77217101
SYNGR2	chr17	78168558	78173527
AFMID	chr17	78187317	78207701
SOCS3	chr17	78356778	78360077
CYTH1	chr17	78674048	78782297
USP36	chr17	78787381	78841441
TIMP2	chr17	78852977	78925387
LGALS3BP	chr17	78971238	78979947
GAA	chr17	80101556	80119881
EIF4A3	chr17	80134369	80147151
RNF213	chr17	80260866	80398786
ENDOV	chr17	80415165	80438086
BAIAP2	chr17	81035122	81117432
SLC38A10	chr17	81244811	81295547
ACTG1	chr17	81509971	81523847
NPLOC4	chr17	81556887	81648465
OXLD1	chr17	81665036	81666635
CCDC137	chr17	81666737	81673904
ARL16	chr17	81681174	81683924
MRPL12	chr17	81703367	81707517
GCGR	chr17	81804132	81814008
P4HB	chr17	81843161	81860624
ARHGDIA	chr17	81867721	81871378
ANAPC11	chr17	81890790	81900991
PCYT2	chr17	81900958	81911432
SIRT7	chr17	81911939	81921323
MAFG	chr17	81918270	81927735
ASPSCR1	chr17	81976807	82017406
DCXR	chr17	82035136	82037709
GPS1	chr17	82050691	82057470
DUS1L	chr17	82057506	82065887
FASN	chr17	82078338	82098294
CSNK1D	chr17	82239023	82273731
OGFOD3	chr17	82389210	82418637
NARF	chr17	82458180	82490537
WDR45B	chr17	82614562	82648553
ENOSF1	chr18	670318	712662
YES1	chr18	721588	812546
LPIN2	chr18	2916994	3013315
MYOM1	chr18	3066807	3219968
MYL12A	chr18	3247481	3256236
MYL12B	chr18	3261479	3278461
TGIF1	chr18	3411608	3459978
DLGAP1-AS1	chr18	3593732	3598363
PTPRM	chr18	7566782	8406861
NDUFV2	chr18	9102630	9134345
ANKRD12	chr18	9136228	9285985
RALBP1	chr18	9475009	9538114
VAPA	chr18	9914016	9960021
CHMP1B	chr18	11851413	11854444
MPPE1	chr18	11882622	11908366
IMPA2	chr18	11981025	12030877
AFG3L2	chr18	12328944	12377227
PSMG2	chr18	12658043	12725740
PTPN2	chr18	12785478	12929643
LDLRAD4	chr18	13217498	13652755
RNMT	chr18	13726660	13764556
ROCK1	chr18	20946906	21111813
SNRPD1	chr18	21612314	21633524
ABHD3	chr18	21650901	21704780
MIB1	chr18	21704957	21870957
RIOK3	chr18	23453287	23486603
TTC39C	chr18	23992773	24135610
CDH2	chr18	27932879	28177946
TTR	chr18	31557009	31598833
DTNA	chr18	34493290	34891844
MAPRE2	chr18	34976928	35143470
ZNF24	chr18	35332227	35345482
INO80C	chr18	35452230	35497979
GALNT1	chr18	35581117	35711834
RPRD1A	chr18	35984387	36067576
TPGS2	chr18	36777647	36829216
PIAS2	chr18	46803218	46920160
SMAD2	chr18	47808957	47931146
SMAD7	chr18	48919853	48952052
RPL17	chr18	49488453	49492523
ACAA2	chr18	49782164	49813953
SMAD4	chr18	51028394	51085045
TCF4	chr18	55222185	55664787
TXNL1	chr18	56597209	56651600
ONECUT2	chr18	57435374	57491298
ATP8B1	chr18	57646426	57803315
SEC11C	chr18	59139866	59158832
LMAN1	chr18	59327823	59359265
PMAIP1	chr18	59899996	59904305
KDSR	chr18	63327726	63367228
VPS4B	chr18	63389190	63422483
CYB5A	chr18	74250846	74291973
CNDP2	chr18	74495816	74523454
MBP	chr18	76978827	77133683
HSBP1L1	chr18	79964582	79970822
TXNL4A	chr18	79970813	80033949
RBFA	chr18	80034389	80050651
BSG	chr19	571277	583493
RNF126	chr19	647526	663233
PTBP1	chr19	797075	812327
TMEM259	chr19	1009648	1021179
CNN2	chr19	1026586	1039068
POLR2E	chr19	1086574	1095380
GPX4	chr19	1103926	1106791
MIDN	chr19	1248553	1259140
CIRBP	chr19	1259384	1274880
NDUFS7	chr19	1383527	1395589
GAMT	chr19	1397026	1401570
DAZAP1	chr19	1407569	1435687
RPS15	chr19	1438358	1440495
REEP6	chr19	1491166	1497927
ABHD17A	chr19	1876810	1885496
MKNK2	chr19	2037465	2051244
AP3D1	chr19	2100988	2164468
PLEKHJ1	chr19	2230084	2237704
OAZ1	chr19	2269509	2273490
LSM7	chr19	2321520	2328611
TIMM13	chr19	2425625	2427586
GADD45B	chr19	2476122	2478259
NFIC	chr19	3314403	3469217
MRPL54	chr19	3762682	3768575
EEF2	chr19	3976056	3985463
ZBTB7A	chr19	4043303	4066899
STAP2	chr19	4324043	4342786
SH3GL1	chr19	4360370	4400547
PLIN5	chr19	4522531	4535224
LRG1	chr19	4536402	4540036
TNFAIP8L1	chr19	4639516	4655568
SAFB2	chr19	5586999	5624046
RPL36	chr19	5674947	5691875
